Fund Name,Fund Symbol,Date Updated,Fund Holding Stock Name Via Vanguard,Fund Holding Stock Ticker,Fund Holding Percentage,Share Price Test
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Signet Jewelers Ltd.,SIG,0.046375%,127.25
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,St. Jude Medical Inc.,STJ,0.053239%,67.01
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Starwood Hotels & Resorts Worldwide Inc.,HOT,0.044816%,80.13
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,TransDigm Group Inc.,TDG,0.045999%,193.14
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,American Water Works Co. Inc.,AWK,0.051443%,52.6
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Hanesbrands Inc.,HBI,0.048212%,110.88
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,AES Corp./VA,AES,0.047044%,13.21
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Church & Dwight Co. Inc.,CHD,0.051115%,76.8
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Cimarex Energy Co.,XEC,0.050307%,98.58
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Rockwell Collins Inc.,COL,0.045261%,84.13
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Automatic Data Processing Inc.,ADP,0.051856%,84.6
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Citrix Systems Inc.,CTXS,0.043818%,62.31
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,MetLife Inc.,MET,0.044864%,55.21
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Expedia Inc.,EXPE,0.050309%,87.32
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CBRE Group Inc. Class A,CBG,0.047122%,33.28
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Wabtec Corp./DE,WAB,0.045903%,85.46
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Hospira Inc.,HSP,0.049873%,62.08
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Harman International Industries Inc.,HAR,0.048936%,105.84
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Federal Realty Investment Trust,FRT,0.044179%,132.47
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,McCormick & Co. Inc./MD,MKC,0.050666%,73.28
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Universal Health Services Inc. Class B,UHS,0.042768%,108.15
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Regions Financial Corp.,RF,0.043927%,10.17
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Newell Rubbermaid Inc.,NWL,0.049121%,35.36
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CIT Group Inc.,CIT,0.046020%,47.48
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Ralph Lauren Corp. Class A,RL,0.044902%,180.92
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Affiliated Managers Group Inc.,AMG,0.048950%,203.82
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Computer Sciences Corp.,CSC,0.048058%,62.48
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CONSOL Energy Inc.,CNX,0.043440%,35.31
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Leucadia National Corp.,LUK,0.049815%,22.75
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Sirius XM Holdings Inc.,SIRI,0.042014%,3.46
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Southwestern Energy Co.,SWN,0.043172%,29.03
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Expeditors International of Washington Inc.,EXPD,0.048474%,44.65
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Stericycle Inc.,SRCL,0.045421%,130.53
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,PVH Corp.,PVH,0.044104%,125.56
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Ball Corp.,BLL,0.047606%,67.29
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Eastman Chemical Co.,EMN,0.046762%,75.71
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Laboratory Corp. of America Holdings,LH,0.042181%,104
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Activision Blizzard Inc.,ATVI,0.048404%,20.34
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Xilinx Inc.,XIX,0.040968%,36.9
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Vulcan Materials Co.,VMC,0.042000%,63.05
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Jarden Corp.,JAH,0.047120%,46.21
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,DR Horton Inc.,DHI,0.044150%,24.36
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Cooper Cos. Inc.,COO,0.042982%,159.02
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Polaris Industries Inc.,PII,0.046821%,146
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Kimberly-Clark Corp.,KMB,0.045935%,114.04
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Calpine Corp.,CPN,0.041601%,21.17
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Lear Corp.,LEA,0.047704%,92.95
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Markel Corp.,MKL,0.040401%,690.53
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Flowserve Corp.,FLS,0.041230%,57.32
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,ONEOK Inc.,OKE,0.046285%,45.67
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Intuitive Surgical Inc.,ISRG,0.043359%,506.12
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,KeyCorp,KEY,0.042256%,13.53
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,DENTSPLY International Inc.,XRAY,0.046031%,54.45
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Everest Re Group Ltd.,RE,0.045260%,172.11
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Airgas Inc.,ARG,0.040883%,112.92
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,T-Mobile US Inc.,TMUS,0.046912%,25.64
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Energizer Holdings Inc.,ENR,0.039662%,127.61
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Fortune Brands Home & Security Inc.,FBHS,0.040708%,44.59
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Sealed Air Corp.,SEE,0.045729%,41.93
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,WR Grace & Co.,GRA,0.042666%,93.49
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,OGE Energy Corp.,OGE,0.041620%,34.84
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Robert Half International Inc.,RHI,0.045230%,57.05
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,PetSmart Inc.,PETM,0.044318%,78.44
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Lennar Corp. Class A,LEN,0.040095%,43.32
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,B/E Aerospace Inc.,BEAV,0.046034%,75.55
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,JB Hunt Transport Services Inc.,JBHT,0.038946%,80.52
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Fifth Third Bancorp,FITB,0.039953%,20.06
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,First Republic Bank/CA,FRC,0.044824%,51
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Analog Devices Inc.,ADI,0.042018%,56.25
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,E*TRADE Financial Corp.,ETFC,0.040951%,23.52
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Dollar Tree Inc.,DLTR,0.044648%,67.76
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Towers Watson & Co. Class A,TW,0.043877%,113.89
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Quanta Services Inc.,PWR,0.039677%,28.08
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Hormel Foods Corp.,HRL,0.045557%,51.87
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Devon Energy Corp.,DVN,0.038573%,53.84
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Amdocs Ltd.,DOX,0.039223%,47.1
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,WhiteWave Foods Co. Class A,WWAV,0.044051%,34.5
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,TRW Automotive Holdings Corp. PP,TRW,0.041251%,102.64
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Comerica Inc.,CMA,0.040245%,45.89
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Emerson Electric Co.,EMR,0.043889%,61.32
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Newmont Mining Corp.,NEM,0.043108%,19.57
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Whiting Petroleum Corp.,WLL,0.039015%,28.93
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Legg Mason Inc.,LM,0.044760%,52.01
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Arch Capital Group Ltd.,ACGL,0.037913%,58.13
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,ITC Holdings Corp.,ITC,0.038906%,39
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,TD Ameritrade Holding Corp.,AMTD,0.043475%,36.09
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,tw telecom inc Class A,TWTC,0.040706%,0
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,UGI Corp.,UGI,0.039621%,37.68
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Crown Holdings Inc.,CCK,0.043057%,49.29
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Avnet Inc.,AVT,0.042392%,43.5
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Lincoln Electric Holdings Inc.,LECO,0.038314%,68.91
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Global Payments Inc.,GPN,0.043997%,81.69
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Reinsurance Group of America Inc. Class A,RGA,0.037110%,85.9
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Dresser-Rand Group Inc.,DRC,0.038063%,80.85
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Signature Bank/New York NY,SBNY,0.042643%,120.71
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Chicago Bridge & Iron Co. NV,CBI,0.039934%,40.31
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,SunEdison Inc.,SUNE,0.038970%,19.02
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Omnicare Inc.,OCR,0.042476%,71.04
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Synopsys Inc.,SNPS,0.041821%,43.55
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Equifax Inc.,EFX,0.037803%,81.05
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,WW Grainger Inc.,GWW,0.043394%,246.16
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Michael Kors Holdings Ltd.,KORS,0.036733%,76.7
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Howard Hughes Corp.,HHC,0.037710%,130.41
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Zions Bancorporation,ZION,0.042241%,27.41
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Celanese Corp. Class A,CE,0.039538%,59.29
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Waste Connections Inc.,WCN,0.038583%,43.93
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Jones Lang LaSalle Inc.,JLL,0.042059%,144.39
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Alleghany Corp.,Y,0.041216%,453.34
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Allegion plc,ALLE,0.037241%,54.19
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Torchmark Corp.,TMK,0.042627%,53.73
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,WABCO Holdings Inc.,WBC,0.036096%,103.21
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Fluor Corp.,FLR,0.036921%,58.35
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Wyndham Worldwide Corp.,WYN,0.041470%,83.4
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Xcel Energy Inc.,XEL,0.038659%,34.99
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Ingredion Inc.,INGR,0.037688%,83.27
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Safeway Inc.,SWY,0.041100%,34.73
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Bed Bath & Beyond Inc.,BBBY,0.040379%,71.78
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Unum Group,UNM,0.036390%,33.49
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Huntington Ingalls Industries Inc.,HII,0.041685%,104.74
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,VeriSign Inc.,VRSN,0.035304%,57.49
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,SVB Financial Group,SIVBO,0.036257%,25.64
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Jacobs Engineering Group Inc.,JEC,0.040634%,42.52
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Spirit AeroSystems Holdings Inc. Class A,SPR,0.038082%,42
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Voya Financial Inc.,VOYA,0.037093%,41.34
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,QIAGEN NV,QGEN,0.040389%,23.24
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Helmerich & Payne Inc.,HP,0.039621%,61.67
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Teradata Corp.,TDC,0.035881%,42.6
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,National Fuel Gas Co.,NFG,0.041104%,67.68
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Nordson Corp.,NDSN,0.034808%,76.45
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,MDU Resources Group Inc.,MDU,0.035763%,22.62
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Trinity Industries Inc.,TRN,0.040019%,27.86
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Ryder System Inc.,R,0.037468%,88.51
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Extra Space Storage Inc.,EXR,0.036538%,58.96
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,ITT Corp.,ITT,0.039761%,39.55
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,WR Berkley Corp.,WRB,0.039056%,52.61
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Pentair plc,PNR,0.035318%,61.36
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Assurant Inc.,AIZ,0.040501%,67.99
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Apartment Investment & Management Co. Class A,AIV,0.034140%,37.01
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Gap Inc.,GPS,0.034990%,39.89
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Ashland Inc.,ASH,0.039301%,116.74
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Scripps Networks Interactive Inc. Class A,SNI,0.036824%,77.22
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,PerkinElmer Inc.,PKI,0.035904%,42.07
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Carnival Corp.,CCL,0.039146%,43.53
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Mettler-Toledo International Inc.,MTD,0.038449%,290.34
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Carlisle Cos. Inc.,CSL,0.034810%,86.85
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Skyworks Solutions Inc.,SWKS,0.039465%,70.08
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Equity LifeStyle Properties Inc.,ELS,0.033427%,50.45
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Brocade Communications Systems Inc.,BRCD,0.034346%,11.25
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Valspar Corp.,VAL,0.038565%,84.05
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Domino's Pizza Inc.,DPZ,0.036139%,94.12
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Chubb Corp.,CB,0.035212%,103.3
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Eagle Materials Inc.,EXP,0.038398%,75.58
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Aqua America Inc.,WTR,0.037732%,26.27
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Gentex Corp./MI,GNTX,0.034168%,36.35
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,FMC Corp.,FMC,0.039199%,55.82
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Liberty Media Corp.,LMCA,0.033136%,35.02
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,NVR Inc.,NVR,0.033974%,1229.16
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,IAC/InterActiveCorp,IACI,0.038128%,62.87
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Air Lease Corp. Class A,AL,0.035621%,34.7
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Taubman Centers Inc.,TCO,0.034710%,74.58
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,MSCI Inc. Class A,MSCI,0.037799%,47.17
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,QEP Resources Inc.,QEP,0.037040%,20
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Raymond James Financial Inc.,RJF,0.033514%,56.34
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Joy Global Inc.,JOY,0.038444%,49.08
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Hexcel Corp.,HXL,0.032562%,40.52
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Service Corp. International/US,SCI,0.033461%,22.41
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Continental Resources Inc./OK,CLR,0.037467%,33.24
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,WESCO International Inc.,WCC,0.034988%,72.9
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Cintas Corp.,CTAS,0.034017%,72.8
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Teradyne Inc.,TER,0.037065%,19.56
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Lazard Ltd. Class A,LAZ,0.036388%,49.79
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,RenaissanceRe Holdings Ltd.,RNR,0.032904%,97.41
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Douglas Emmett Inc.,DEI,0.037675%,27.94
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Triumph Group Inc.,TGI,0.031838%,65.62
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,DeVry Education Group Inc.,DV,0.032610%,47.21
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Baxter International Inc.,BAX,0.036627%,73.11
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,AECOM Technology Corp.,ACM,0.034256%,29.52
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Popular Inc.,BPOPN,0.033380%,22.94
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CMS Energy Corp.,CMS,0.036400%,33.69
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Oshkosh Corp.,OSK,0.035735%,45.25
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,DST Systems Inc.,DST,0.032352%,95.39
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Manitowoc Co. Inc.,MTW,0.037117%,18.28
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Kohl's Corp.,KSS,0.031362%,56.9
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,East West Bancorp Inc.,EWBC,0.032189%,37.71
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Xylem Inc./NY,XYL,0.036137%,36.98
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Bank of New York Mellon Corp.,BK,0.033717%,40.54
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,SEI Investments Co.,SEIC,0.032896%,40.25
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Tenet Healthcare Corp.,THC,0.035858%,51.9
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Ingram Micro Inc.,IM,0.035283%,27.02
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Commerce Bancshares Inc./MO,CBSH,0.031938%,42.9
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Energen Corp.,EGN,0.036660%,57.08
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Quintiles Transnational Holdings Inc.,Q,0.030931%,57.48
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Landstar System Inc.,LSTR,0.031632%,73.98
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Lennox International Inc.,LII,0.035477%,93.53
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Southern Copper Corp.,SCCO,0.033084%,28.52
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,NewMarket Corp.,NEU,0.032293%,384.92
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,StanCorp Financial Group Inc.,SFG,0.035030%,66.95
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Tanger Factory Outlet Centers Inc.,SKT,0.034442%,37.09
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Associated Banc-Corp,ASBC,0.031147%,18.32
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Regal-Beloit Corp.,RBC,0.035750%,69.52
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Ultra Petroleum Corp.,UPL,0.030233%,14.58
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Forest City Enterprises Inc. Class A,FCE.A,0.030994%,21.02
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,CST Brands Inc.,CST,0.034710%,42.84
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,NASDAQ OMX Group Inc.,NDAQ,0.032533%,46.97
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Cytec Industries Inc.,CYT,0.031713%,45.6
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,World Fuel Services Corp.,INT,0.034534%,47.22
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Brown & Brown Inc.,BRO,0.033912%,32.44
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Toro Co.,TTC,0.030682%,61.68
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Valmont Industries Inc.,VMI,0.035203%,132.86
Vanguard Tax-Managed Balanced Fund Admiral Shares,VTMFX,10/31/2014,Dunkin' Brands Group Inc.,DNKN,0.029788%,46.29
