Fund Name,Fund Symbol,Date Updated,Fund Holding Stock Name Via Vanguard,Fund Holding Stock Ticker,Fund Holding Percentage,Share Price Test
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,ONEOK Inc.,OKE,0.119729%,45.67
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Xilinx Inc.,XIX,0.115731%,36.9
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,KeyCorp,KEY,0.113752%,13.53
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CareFusion Corp.,CFN,0.113611%,59
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Range Resources Corp.,RRC,0.112630%,52.98
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Southwestern Energy Co.,SWN,0.111803%,29.03
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Wisconsin Energy Corp.,WEC,0.110583%,51.24
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Equinix Inc.,EQIX,0.109946%,232.25
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Red Hat Inc.,RHT,0.109096%,58.42
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,TRW Automotive Holdings Corp. PP,TRW,0.109073%,102.64
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Annaly Capital Management Inc.,NLY,0.105999%,11.52
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Check Point Software Technologies Ltd.,CHKP,0.105486%,77.75
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Coca-Cola Enterprises Inc.,CCE,0.103890%,44.28
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Altera Corp.,ALTR,0.103690%,37.68
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Mattel Inc.,MAT,0.103284%,31.15
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Citrix Systems Inc.,CTXS,0.102915%,62.31
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CenterPoint Energy Inc.,CNP,0.102913%,22.58
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Kohl's Corp.,KSS,0.102637%,56.9
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Akamai Technologies Inc.,AKAM,0.100916%,61.98
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Kimco Realty Corp.,KIM,0.100722%,25.39
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CH Robinson Worldwide Inc.,CHRW,0.100363%,72.48
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Realty Income Corp.,O,0.100108%,46.5
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,JM Smucker Co.,SJM,0.099962%,100.64
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Henry Schein Inc.,HSIC,0.099955%,135
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,NVIDIA Corp.,NVDA,0.099715%,20.26
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Ralph Lauren Corp. Class A,RL,0.099272%,180.92
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Macerich Co.,MAC,0.097010%,81.14
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Hertz Global Holdings Inc.,HTZ,0.096643%,22.34
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Discovery Communications Inc.,DISCA,0.096289%,34.05
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CA Inc.,CA,0.095316%,30.11
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Church & Dwight Co. Inc.,CHD,0.094845%,76.8
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,American Water Works Co. Inc.,AWK,0.093297%,52.6
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Universal Health Services Inc. Class B,UHS,0.092953%,108.15
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Gap Inc.,GPS,0.092869%,39.89
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Juniper Networks Inc.,JNPR,0.092737%,21.37
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Ensco plc Class A,ESV,0.092449%,27.84
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Best Buy Co. Inc.,BBY,0.092259%,36.63
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Coach Inc.,COH,0.092008%,34.46
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Digital Realty Trust Inc.,DLR,0.091106%,66.97
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Laboratory Corp. of America Holdings,LH,0.090895%,104
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Quest Diagnostics Inc.,DGX,0.090417%,64.82
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Equifax Inc.,EFX,0.090022%,81.05
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Newell Rubbermaid Inc.,NWL,0.089895%,35.36
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,F5 Networks Inc.,FFIV,0.089426%,132.38
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CIT Group Inc.,CIT,0.088782%,47.48
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CMS Energy Corp.,CMS,0.088192%,33.69
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,XL Group plc Class A,XL,0.087801%,35.28
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Hospira Inc.,HSP,0.087669%,62.08
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,PVH Corp.,PVH,0.087648%,125.56
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Western Union Co.,WU,0.087589%,17.78
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CBRE Group Inc. Class A,CBG,0.087335%,33.28
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Markel Corp.,MKL,0.087252%,690.53
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,IHS Inc. Class A,IHS,0.086756%,115.08
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,H&R Block Inc.,HRB,0.086739%,31.76
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Waters Corp.,WAT,0.086706%,113.36
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Varian Medical Systems Inc.,VAR,0.085417%,86.23
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Comerica Inc.,CMA,0.084803%,45.89
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Mohawk Industries Inc.,MHK,0.084342%,156.62
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Autoliv Inc.,ALV,0.083809%,102.04
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Unum Group,UNM,0.083248%,33.49
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CONSOL Energy Inc.,CNX,0.082823%,35.31
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,McCormick & Co. Inc./MD,MKC,0.081753%,73.28
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Maxim Integrated Products Inc.,MXIM,0.081696%,30.79
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Ashland Inc.,ASH,0.081552%,116.74
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Expeditors International of Washington Inc.,EXPD,0.081342%,44.65
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Navient Corp.,NAVI,0.080967%,21.49
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Interpublic Group of Cos. Inc.,IPG,0.080324%,20.15
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Staples Inc.,SPLS,0.080002%,16.1
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,International Flavors & Fragrances Inc.,IFF,0.079497%,102.25
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Foot Locker Inc.,FL,0.079279%,56.38
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Vulcan Materials Co.,VMC,0.079154%,63.05
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Huntington Bancshares Inc./OH,HBAN,0.079039%,10.25
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,American Capital Agency Corp.,AGNC,0.079017%,22.48
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Campbell Soup Co.,CPB,0.078445%,44.42
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Sealed Air Corp.,SEE,0.075162%,41.93
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Tractor Supply Co.,TSCO,0.075140%,77.61
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,FMC Corp.,FMC,0.074936%,55.82
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Energizer Holdings Inc.,ENR,0.074601%,127.61
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Arthur J Gallagher & Co.,AJG,0.074255%,47.8
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Lennar Corp. Class A,LEN,0.073284%,43.32
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,VeriSign Inc.,VRSN,0.073134%,57.49
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Hormel Foods Corp.,HRL,0.072233%,51.87
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,JB Hunt Transport Services Inc.,JBHT,0.072115%,80.52
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,MeadWestvaco Corp.,MWV,0.072036%,44.69
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Harman International Industries Inc.,HAR,0.071936%,105.84
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Alleghany Corp.,Y,0.071555%,453.34
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Cintas Corp.,CTAS,0.071538%,72.8
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Plum Creek Timber Co. Inc.,PCL,0.071045%,41.73
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,PetSmart Inc.,PETM,0.070807%,78.44
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,TD Ameritrade Holding Corp.,AMTD,0.070741%,36.09
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,DENTSPLY International Inc.,XRAY,0.070626%,54.45
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Willis Group Holdings plc,WSH,0.070253%,43.5
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Robert Half International Inc.,RHI,0.070082%,57.05
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Cincinnati Financial Corp.,CINF,0.069924%,51.87
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Gannett Co. Inc.,GCI,0.069572%,31.44
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Trimble Navigation Ltd.,TRMB,0.068160%,27.25
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Genworth Financial Inc. Class A,GNW,0.067506%,8.24
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Alliant Energy Corp.,LNT,0.067264%,64.31
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Pepco Holdings Inc.,POM,0.067194%,26.96
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Fortune Brands Home & Security Inc.,FBHS,0.066999%,44.59
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Darden Restaurants Inc.,DRI,0.066898%,57.83
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Xylem Inc./NY,XYL,0.065271%,36.98
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Torchmark Corp.,TMK,0.064542%,53.73
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Teradata Corp.,TDC,0.064335%,42.6
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Frontier Communications Corp.,FTR,0.063991%,6.54
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Duke Realty Corp.,DRE,0.063064%,19.57
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Flextronics International Ltd.,FLEX,0.061741%,10.85
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Windstream Holdings Inc.,WIN,0.061678%,9.38
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Synopsys Inc.,SNPS,0.061537%,43.55
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,VMware Inc. Class A,VMW,0.061055%,78.13
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,ADT Corp.,ADT,0.060979%,31.45
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Airgas Inc.,ARG,0.060487%,112.92
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Scripps Networks Interactive Inc. Class A,SNI,0.060050%,77.22
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Iron Mountain Inc.,IRM,0.060001%,37.15
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,PulteGroup Inc.,PHM,0.058116%,20.51
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Avnet Inc.,AVT,0.058016%,43.5
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Zions Bancorporation,ZION,0.057502%,27.41
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,PartnerRe Ltd.,PRE,0.056620%,114.55
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Arrow Electronics Inc.,ARW,0.055297%,57.41
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Regency Centers Corp.,REG,0.054229%,63.19
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,MDU Resources Group Inc.,MDU,0.053488%,22.62
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Legg Mason Inc.,LM,0.053375%,52.01
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Noble Corp. plc,NE,0.053311%,14.93
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Leggett & Platt Inc.,LEG,0.053115%,41.6
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,CDK Global Inc.,CDK,0.052980%,40.17
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,WR Berkley Corp.,WRB,0.052597%,52.61
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Broadridge Financial Solutions Inc.,BR,0.051953%,44.59
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Manpowergroup Inc.,MAN,0.051783%,66.35
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Discovery Communications Inc. Class A,DISCA,0.051421%,34.05
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Toll Brothers Inc.,TOL,0.050658%,32.13
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Allegion plc,ALLE,0.050520%,54.19
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Liberty Property Trust,LRY,0.049926%,17.58
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Assurant Inc.,AIZ,0.047977%,67.99
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Sprint Corp.,S,0.047687%,4.4
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Herbalife Ltd.,HLF,0.047210%,40.71
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Liberty Ventures Class A,LVNTB,0.046512%,36.38
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Ryder System Inc.,R,0.046475%,88.51
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Axis Capital Holdings Ltd.,AXS,0.046472%,49.88
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,TECO Energy Inc.,TE,0.044878%,19.51
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,People's United Financial Inc.,PBCT,0.044648%,14.7
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,QEP Resources Inc.,QEP,0.043993%,20
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Avon Products Inc.,AVP,0.043813%,9.98
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Dun & Bradstreet Corp.,DNB,0.043633%,116.59
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Newfield Exploration Co.,NFX,0.043257%,24.02
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Avery Dennison Corp.,AVY,0.043014%,50.22
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,lululemon athletica Inc.,LULU,0.042761%,50.96
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Denbury Resources Inc.,DNR,0.042600%,6.62
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Owens-Illinois Inc.,OI,0.041606%,24.86
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Questar Corp.,STR,0.041566%,24.69
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Rayonier Inc.,RYN,0.041032%,27.2
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,SLM Corp.,SLM,0.039673%,10.11
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Weingarten Realty Investors,WRD,0.038794%,0.09
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,RenaissanceRe Holdings Ltd.,RNR,0.038748%,97.41
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Commerce Bancshares Inc./MO,CBSH,0.038630%,42.9
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,WPX Energy Inc.,WPX,0.037827%,10.62
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Jabil Circuit Inc.,JBL,0.037581%,20.1
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Bemis Co. Inc.,BMS,0.037483%,43.53
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Patterson Cos. Inc.,PDCO,0.035519%,48.16
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,DST Systems Inc.,DST,0.033631%,95.39
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Urban Outfitters Inc.,URBN,0.030348%,32.29
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Rowan Cos. plc Class A,RDC,0.029389%,19.9
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Liberty TripAdvisor Holdings Inc. Class A,LTRPA,0.021666%,25.4
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,AutoNation Inc.,AN,0.018863%,58.44
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Seventy Seven Energy Inc.,SSE,0.005978%,4.7
Vanguard FTSE Social Index Fund Investor Shares,VFTSX,10/31/2014,Paragon Offshore plc,PGN,0.003778%,3.08
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Apple Inc.,AAPL,3.700000%,111.62
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Johnson & Johnson,JNJ,2.300000%,106.72
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Exxon Mobil Corp.,XOM,1.800000%,89.2
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,General Electric Co.,GE,1.800000%,25.41
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Pfizer Inc.,PFE,1.700000%,31.65
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Microsoft Corp.,MSFT,1.700000%,47.17
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Merck & Co. Inc.,MRK,1.600000%,59.34
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Procter & Gamble Co.,PG,1.500000%,90.41
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Gilead Sciences Inc.,GILD,1.500000%,104.31
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,AT&T Inc.,T,1.400000%,32.71
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Wells Fargo & Co.,WFC,1.263291%,54.43
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,International Business Machines Corp.,IBM,1.124984%,161.07
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Hewlett-Packard Co.,HPQ,1.095014%,38.47
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Coca-Cola Co.,KO,1.000409%,41.53
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,JPMorgan Chase & Co.,JPM,0.982501%,61.14
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Citigroup Inc.,C,0.962374%,54.51
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Wal-Mart Stores Inc.,WMT,0.950908%,83.83
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,General Dynamics Corp.,GD,0.933665%,142.4
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Occidental Petroleum Corp.,OXY,0.887686%,75.08
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Verizon Communications Inc.,VZ,0.877583%,46.36
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Boeing Co.,BA,0.838018%,123.37
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Intel Corp.,INTC,0.814907%,36.7
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Home Depot Inc.,HD,0.808517%,100.27
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Google Inc. Class A,GOOGL,0.764379%,532.11
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Capital One Financial Corp.,COF,0.764262%,82.38
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,PepsiCo Inc.,PEP,0.746967%,96.29
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Anadarko Petroleum Corp.,APC,0.731184%,75.25
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Chevron Corp.,CVX,0.729747%,104.91
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Philip Morris International Inc.,PM,0.728295%,85.97
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,LyondellBasell Industries NV Class A,LYB,0.721761%,75.3
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Lowe's Cos. Inc.,LOW,0.719272%,65.76
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Union Pacific Corp.,UNP,0.710209%,114.35
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,AbbVie Inc.,ABBV,0.693713%,67.03
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Comcast Corp. Class A,CMCSA,0.687047%,55.9
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Eli Lilly & Co.,LLY,0.673140%,71.61
Vanguard Growth and Income Fund Investor Shares,VQNPX,9/30/2014,Express Scripts Holding Co.,ESRX,0.669743%,83.98
